Location_Name,DATE,lat,lon
Europe,03-11-22,39.579995,55.859135
Europe,03-11-22,39.579995,55.859135
East,03-11-22,14.028273,3.834744
the Middle East,03-11-22,121.387948,16.932122
Melitopo,03-12-22,35.36533,46.84891
Europe,03-12-22,39.579995,55.859135
South,03-12-22,-51.383962,-27.555301
Europe,03-12-22,39.579995,55.859135
the Dniepr River,03-12-22,17.482954,51.957938
ofUnited States,03-12-22,-96.999668,39.715956
the Opposition Bloc,03-13-22,-1.705654,52.191368
the Irpin River,03-13-22,30.25055,50.52175
Black Sea,03-13-22,-104.677422,39.06047
Russian Naval,03-13-22,93.884016,63.314401
the Black Sea,03-13-22,121.387948,16.932122
Black Sea,03-13-22,-104.677422,39.06047
West,03-13-22,10.70225,5.420717
Black Sea,03-13-22,-104.677422,39.06047
Black Sea,03-13-22,-104.677422,39.06047
the Sea of Azov,03-13-22,35.544012,32.785227
the Irpin River,03-13-22,30.25055,50.52175
the Pripyat River,03-13-22,30.06558,51.40504
Brent Renaud,03-13-22,-0.3023,51.55306
the High North and,03-13-22,-0.135256,50.847453
Brent Renaud,03-13-22,-0.3023,51.55306
West,03-13-22,10.70225,5.420717
Brent Renaud,03-13-22,-0.3023,51.55306
Europe,03-14-22,39.579995,55.859135
North America,03-14-22,88.750831,22.740372
the Pacific Ocean,03-14-22,-124.164151,47.006871
the Irpin River,03-14-22,30.25055,50.52175
Europe,03-14-22,39.579995,55.859135
West,03-14-22,10.70225,5.420717
Europe,03-14-22,39.579995,55.859135
Europe,03-14-22,39.579995,55.859135
Europe,03-14-22,39.579995,55.859135
Europe,03-14-22,39.579995,55.859135
Europe,03-14-22,39.579995,55.859135
Asia,03-14-22,94.464337,49.512481
Europe,03-14-22,39.579995,55.859135
Asia,03-14-22,94.464337,49.512481
Europe,03-14-22,39.579995,55.859135
Europe,03-14-22,39.579995,55.859135
Asia,03-14-22,94.464337,49.512481
Europe,03-14-22,39.579995,55.859135
Europe,03-14-22,39.579995,55.859135
Europe,03-14-22,39.579995,55.859135
Europe,03-15-22,39.579995,55.859135
Europe,03-15-22,39.579995,55.859135
Europe,03-15-22,39.579995,55.859135
South Ukraine,03-15-22,33.023452,49.219469
Europe,03-15-22,39.579995,55.859135
Europe,03-15-22,39.579995,55.859135
Europe,03-15-22,39.579995,55.859135
Bucharest,03-15-22,26.10626,44.43225
Black Sea,03-16-22,-104.677422,39.06047
theBlack Sea,03-16-22,-122.331537,47.673455
the Black Sea,03-16-22,121.387948,16.932122
Southern Military District,03-17-22,34.880232,30.898142
Europe,03-17-22,39.579995,55.859135
West,03-17-22,10.70225,5.420717
Americas,03-17-22,-84.103179,9.937181
Black Sea,03-17-22,-104.677422,39.06047
Sumy,03-18-22,34.79148,50.923856
the Black Sea,03-18-22,121.387948,16.932122
Europe,03-18-22,39.579995,55.859135
the Black Sea,03-18-22,121.387948,16.932122
Black Sea,03-18-22,-104.677422,39.06047
the Middle East,03-18-22,121.387948,16.932122
Black Sea,03-19-22,-104.677422,39.06047
West,03-19-22,10.70225,5.420717
the North-Atlantic,03-19-22,-87.811261,42.396826
Europe,03-19-22,39.579995,55.859135
Europe,03-19-22,39.579995,55.859135
Europe,03-19-22,39.579995,55.859135
Europe,03-19-22,39.579995,55.859135
the Black Sea,03-19-22,121.387948,16.932122
Europe,03-19-22,39.579995,55.859135
West,03-19-22,10.70225,5.420717
Zaporans Fh,03-19-22,-7.5,53.25
the Black Sea,03-19-22,121.387948,16.932122
Europe,03-20-22,39.579995,55.859135
Allies,03-20-22,139.667234,35.712714
Podil,03-20-22,34.89196,50.37812
Podilskyi District,03-20-22,-75.658614,40.346666
Black Sea Fleet,03-20-22,-104.677422,39.06047
Black Sea Fleet,03-20-22,-104.677422,39.06047
Europe,03-20-22,39.579995,55.859135
Europe,03-20-22,39.579995,55.859135
Europe,03-20-22,39.579995,55.859135
Siberia,03-20-22,-76.51955,2.78689
Europe,03-20-22,39.579995,55.859135
Europe,03-20-22,39.579995,55.859135
the Azov Sea,03-20-22,121.387948,16.932122
the Azov Sea,03-20-22,121.387948,16.932122
Europe,03-20-22,39.579995,55.859135
the North Atlantic TreatyOrganization,03-20-22,-87.811261,42.396826
Europe,03-21-22,39.579995,55.859135
the Irpin River,03-21-22,30.25055,50.52175
the lpi River,03-21-22,15.610192,58.414234
the Irpin River,03-21-22,30.25055,50.52175
the Dnieper River,03-21-22,34.068999,47.457285
Kharkiv,03-21-22,36.230969,49.978037
Europe,03-21-22,39.579995,55.859135
Europe,03-21-22,39.579995,55.859135
Europe,03-21-22,39.579995,55.859135
Europe,03-21-22,39.579995,55.859135
Europe,03-21-22,39.579995,55.859135
Europe,03-21-22,39.579995,55.859135
East,03-21-22,14.028273,3.834744
Europe,03-21-22,39.579995,55.859135
Europe,03-21-22,39.579995,55.859135
Black Sea,03-21-22,-104.677422,39.06047
Black Sea,03-21-22,-104.677422,39.06047
Black Sea,03-21-22,-104.677422,39.06047
Europe,03-22-22,39.579995,55.859135
Europe,03-22-22,39.579995,55.859135
Europe,03-22-22,39.579995,55.859135
the Dnieper River,03-22-22,34.068999,47.457285
Europe,03-22-22,39.579995,55.859135
West,03-22-22,10.70225,5.420717
Europe,03-22-22,39.579995,55.859135
Europe,03-22-22,39.579995,55.859135
Europe,03-22-22,39.579995,55.859135
Arctic,03-22-22,-84.81468,41.47366
Europe,03-22-22,39.579995,55.859135
Europe,03-22-22,39.579995,55.859135
Europe,03-22-22,39.579995,55.859135
the Azov Sea,03-22-22,121.387948,16.932122
Europe,03-22-22,39.579995,55.859135
the green agenda,03-22-22,-72.520021,43.623979
the Sea of Azov,03-22-22,35.544012,32.785227
the Black Sea,03-22-22,121.387948,16.932122
Europe,03-22-22,39.579995,55.859135
Europe,03-22-22,39.579995,55.859135
Russiaand Ukraine,03-22-22,33.023452,49.219469
Europe,03-22-22,39.579995,55.859135
Africa,03-22-22,3.924068,21.638471
Europe,03-22-22,39.579995,55.859135
West,03-23-22,10.70225,5.420717
West,03-23-22,10.70225,5.420717
Podilskyi District,03-23-22,-75.658614,40.346666
Europe,03-23-22,39.579995,55.859135
the Ukraine humanitarianUN Security Counciluation,03-23-22,-73.969518,40.755844
South America’s,03-23-22,23.666291,-29.708985
South America,03-23-22,-166.560553,53.871645
Europe,03-23-22,39.579995,55.859135
Europe,03-23-22,39.579995,55.859135
Balkans,03-23-22,2.358283,48.844057
River basin,03-23-22,-82.445998,27.514172
Balkans,03-23-22,2.358283,48.844057
Europe,03-23-22,39.579995,55.859135
Europe,03-23-22,39.579995,55.859135
Europe,03-23-22,39.579995,55.859135
the Azo Sea,03-24-22,-81.067268,29.342893
East Europe,03-24-22,21.256124,46.208956
Ukrst mip,03-24-22,67.62771,24.54742
Europe,03-24-22,39.579995,55.859135
Europa,03-24-22,39.579995,55.859135
Mid East,03-24-22,39.655293,-4.107873
Embassy,03-25-22,-80.710741,35.237123
West,03-25-22,10.70225,5.420717
the Black Sea Navy,03-25-22,-4.619618,53.2806
West,03-25-22,10.70225,5.420717
West,03-25-22,10.70225,5.420717
West,03-25-22,10.70225,5.420717
the Black Sea,03-25-22,121.387948,16.932122
the Sea of Azov,03-25-22,35.544012,32.785227
the Black Sea,03-25-22,121.387948,16.932122
Europe,03-25-22,39.579995,55.859135
Europe,03-25-22,39.579995,55.859135
the Dnieper River,03-26-22,34.068999,47.457285
Europe,03-26-22,39.579995,55.859135
Europe,03-26-22,39.579995,55.859135
Marup,03-26-22,11.77679,55.64118
Gulf,03-26-22,145.23418,-7.347793
Europe,03-26-22,39.579995,55.859135
Gulf,03-26-22,145.23418,-7.347793
Gulf,03-26-22,145.23418,-7.347793
Gulf,03-26-22,145.23418,-7.347793
Europe,03-26-22,39.579995,55.859135
Asia,03-26-22,94.464337,49.512481
Europe,03-26-22,39.579995,55.859135
Europe,03-26-22,39.579995,55.859135
Europe,03-26-22,39.579995,55.859135
Europe,03-26-22,39.579995,55.859135
Europe,03-26-22,39.579995,55.859135
Europe,03-26-22,39.579995,55.859135
Europe,03-26-22,39.579995,55.859135
Northand South Korea,03-27-22,128.123986,36.382192
Europe,03-27-22,39.579995,55.859135
Europe,03-27-22,39.579995,55.859135
Europe,03-27-22,39.579995,55.859135
North,03-27-22,-62.287056,-3.700556
Europe,03-27-22,39.579995,55.859135
Europe,03-27-22,39.579995,55.859135
West,03-27-22,10.70225,5.420717
Europe,03-27-22,39.579995,55.859135
Europe,03-27-22,39.579995,55.859135
Europe,03-27-22,39.579995,55.859135
Lviv,03-27-22,24.031393,49.841559
Europe,03-27-22,39.579995,55.859135
MiGs,03-27-22,122.460675,10.777486
Europe,03-27-22,39.579995,55.859135
Europe,03-27-22,39.579995,55.859135
West,03-27-22,10.70225,5.420717
Bild websiteRussia,03-27-22,6.92997,50.96983
Melitopol,03-28-22,35.361755,46.857363
Africa,03-28-22,3.924068,21.638471
Europe,03-28-22,39.579995,55.859135
West,03-28-22,10.70225,5.420717
Europe,03-28-22,39.579995,55.859135
Europe,03-28-22,39.579995,55.859135
Europe,03-28-22,39.579995,55.859135
Europe,03-28-22,39.579995,55.859135
Europe,03-28-22,39.579995,55.859135
Europe,03-28-22,39.579995,55.859135
Europe,03-28-22,39.579995,55.859135
South,03-28-22,-51.383962,-27.555301
the Pentagonnear Kyiv,03-29-22,-74.168099,40.872989
South Ukraine,03-29-22,33.023452,49.219469
Kamyanka,03-29-22,32.103796,49.024876
Europe,03-29-22,39.579995,55.859135
Europe,03-29-22,39.579995,55.859135
KyivPresser Joe,03-29-22,138.245865,37.139764
the Black Sea,03-29-22,121.387948,16.932122
theMediterranean Sea,03-29-22,-122.331537,47.673455
the Black Sea,03-29-22,121.387948,16.932122
West,03-29-22,10.70225,5.420717
West,03-29-22,10.70225,5.420717
Europe,03-29-22,39.579995,55.859135
Inthe East Room,03-29-22,9.233687,49.14219
Southeast Asia,03-30-22,-73.60013,41.40537
West,03-30-22,10.70225,5.420717
Middle East,03-30-22,14.028273,3.834744
Europe,03-30-22,39.579995,55.859135
Europe,03-30-22,39.579995,55.859135
Europe,03-30-22,39.579995,55.859135
Europe,03-30-22,39.579995,55.859135
Eastern Europe,03-30-22,26.501313,-32.19228
the Eastern Operational Zone,03-30-22,121.387948,16.932122
West,03-12-22,10.70225,5.420717
Europe,03-12-22,39.579995,55.859135
West,03-12-22,10.70225,5.420717
MiGs,03-12-22,122.460675,10.777486
West,03-13-22,10.70225,5.420717
Europe,03-13-22,39.579995,55.859135
Brent Renaud,03-13-22,-0.3023,51.55306
West,03-13-22,10.70225,5.420717
Manos,03-14-22,-59.979328,-3.011942
West,03-14-22,10.70225,5.420717
West,03-14-22,10.70225,5.420717
Earth,03-14-22,-102.40918,34.233025
Earth,03-14-22,-102.40918,34.233025
West,03-14-22,10.70225,5.420717
Europe,03-14-22,39.579995,55.859135
Europe,03-15-22,39.579995,55.859135
Europe,03-15-22,39.579995,55.859135
Europe,03-15-22,39.579995,55.859135
Europe,03-15-22,39.579995,55.859135
Atlantic,03-15-22,-73.665795,40.643655
Europe,03-15-22,39.579995,55.859135
Russia-1,03-15-22,93.884016,63.314401
Europe,03-15-22,39.579995,55.859135
Europe,03-15-22,39.579995,55.859135
Europe,03-15-22,39.579995,55.859135
West,03-17-22,10.70225,5.420717
Europe,03-17-22,39.579995,55.859135
Europe,03-17-22,39.579995,55.859135
Europe,03-17-22,39.579995,55.859135
Europe,03-17-22,39.579995,55.859135
Chernihiv,03-17-22,31.276837,51.499111
Marup Ukraine,03-17-22,33.023452,49.219469
West,03-17-22,10.70225,5.420717
Europe,03-17-22,39.579995,55.859135
Europe,03-17-22,39.579995,55.859135
West,03-17-22,10.70225,5.420717
Eastern Europe,03-17-22,26.501313,-32.19228
MiGs,03-18-22,122.460675,10.777486
Allies,03-18-22,139.667234,35.712714
Peninsula,03-18-22,-85.52286,44.89445
the Black Sea,03-18-22,121.387948,16.932122
MiGs,03-18-22,122.460675,10.777486
MiGs,03-18-22,122.460675,10.777486
West,03-18-22,10.70225,5.420717
West,03-19-22,10.70225,5.420717
Europe,03-19-22,39.579995,55.859135
Central Asia,03-19-22,120.79762,15.30714
West,03-19-22,10.70225,5.420717
Azov Sea,03-19-22,39.418266,47.100225
the Azov Sea,03-19-22,121.387948,16.932122
the Azov Sea,03-19-22,121.387948,16.932122
Black Sea,03-19-22,-104.677422,39.06047
the Black Sea,03-19-22,121.387948,16.932122
Europe,03-20-22,39.579995,55.859135
Europe,03-20-22,39.579995,55.859135
Europe,03-20-22,39.579995,55.859135
Europe,03-20-22,39.579995,55.859135
Back Sea,03-20-22,-71.080507,42.351838
Defeat America,03-21-22,-83.696108,35.597733
bisle Ce,03-21-22,-0.657763,51.31142
Europe,03-21-22,39.579995,55.859135
Europe,03-21-22,39.579995,55.859135
Northern Ukraine,03-21-22,33.023452,49.219469
Europe,03-21-22,39.579995,55.859135
Europe,03-21-22,39.579995,55.859135
Europe,03-22-22,39.579995,55.859135
Europe,03-22-22,39.579995,55.859135
Westem Ukraine,03-22-22,33.023452,49.219469
Europe,03-22-22,39.579995,55.859135
Europe,03-22-22,39.579995,55.859135
Europe,03-22-22,39.579995,55.859135
Black Sea,03-22-22,-104.677422,39.06047
Europe,03-22-22,39.579995,55.859135
Europe,03-22-22,39.579995,55.859135
Europe,03-22-22,39.579995,55.859135
Europe,03-23-22,39.579995,55.859135
Europe,03-23-22,39.579995,55.859135
West,03-23-22,10.70225,5.420717
Europe,03-23-22,39.579995,55.859135
Europe,03-23-22,39.579995,55.859135
Europe,03-23-22,39.579995,55.859135
Europe,03-23-22,39.579995,55.859135
the Black Sea,03-23-22,121.387948,16.932122
West,03-23-22,10.70225,5.420717
Western Ukraine,03-23-22,33.023452,49.219469
Europe,03-24-22,39.579995,55.859135
Europe,03-24-22,39.579995,55.859135
Podil,03-24-22,34.89196,50.37812
West,03-24-22,10.70225,5.420717
the Black Sea,03-24-22,121.387948,16.932122
the Russia Wer,03-25-22,-84.408777,40.234395
West,03-25-22,10.70225,5.420717
the Black Sea,03-25-22,121.387948,16.932122
Snake Island,03-25-22,-18.673522,64.779262
the Black Sea's,03-25-22,121.387948,16.932122
Snake Island,03-25-22,-18.673522,64.779262
Allies,03-25-22,139.667234,35.712714
Europe,03-25-22,39.579995,55.859135
Europe,03-25-22,39.579995,55.859135
Europe,03-25-22,39.579995,55.859135
Eastern Ukraine,03-26-22,33.023452,49.219469
Europe,03-26-22,39.579995,55.859135
Europe,03-26-22,39.579995,55.859135
Europe,03-26-22,39.579995,55.859135
Lviv,03-26-22,24.031393,49.841559
Europe,03-26-22,39.579995,55.859135
Eastern Military District,03-26-22,114.223333,22.275137
Europe,03-26-22,39.579995,55.859135
West,03-27-22,10.70225,5.420717
West,03-27-22,10.70225,5.420717
Eastern Ukraine.ve,03-27-22,26.501313,-32.19228
West,03-27-22,10.70225,5.420717
West,03-27-22,10.70225,5.420717
West,03-27-22,10.70225,5.420717
West,03-27-22,10.70225,5.420717
Europe,03-27-22,39.579995,55.859135
Eastern Ukraine,03-27-22,33.023452,49.219469
West,03-28-22,10.70225,5.420717
Whidbey Island,03-28-22,-18.673522,64.779262
the Crimean Peninsula,03-29-22,153.059365,-26.405689
the Black Sea,03-29-22,121.387948,16.932122
Europe,03-29-22,39.579995,55.859135
the Crimean Peninsula,03-30-22,153.059365,-26.405689
Ukraine,03-01-22,33.023452,49.219469
Moscow,03-01-22,37.615561,55.741469
US,03-01-22,-96.999668,39.715956
the United Sates,03-01-22,-2.68667,51.759564
Ukraine,03-01-22,33.023452,49.219469
Russia,03-01-22,93.884016,63.314401
Ukraine,03-01-22,33.023452,49.219469
Coch Republic,03-01-22,-3.25472,51.535868
bd‘alledon,03-01-22,90.39816,23.78406
Ukraine,03-01-22,33.023452,49.219469
Russia,03-01-22,93.884016,63.314401
india“Te,03-01-22,79.029432,22.364293
nara,03-01-22,135.891749,34.327889
Nath Korea,03-01-22,121.059257,14.340143
Belarus,03-01-22,28.43651,53.832259
Ukraine,03-01-22,33.023452,49.219469
Poland,03-01-22,19.488789,51.99605
Ukraine,03-01-22,33.023452,49.219469
Moscow,03-01-22,37.615561,55.741469
Ukraine,03-01-22,33.023452,49.219469
Constant,03-01-22,1.48919,44.50343
Bento,03-01-22,-39.66667,-13.3
Poland,03-01-22,19.488789,51.99605
Russia,03-01-22,93.884016,63.314401
Russia,03-01-22,93.884016,63.314401
Russia,03-01-22,93.884016,63.314401
